area,crm_cd,vict_age,vict_sex,vict_descent,premis_cd,month,day,temp,humidity,precip,windspeed,winddir,sealevelpressure,cloudcover,visibility,uvindex,moonphase,conditions,sunset_time_difference,sunrise_time_difference,hour_crime_occ
17,740,68,M,W,501,10,17,17.4,56.6,0.0,17.8,255.1,1014.5,14.4,16.0,7,0.4,Clear,7,4,11
6,740,33,F,W,101,11,27,13.3,34.5,0.0,8.6,254.8,1020.5,3.3,15.8,6,0.42,Clear,5,15,21
18,740,49,M,B,101,3,17,12.3,62.8,0.068,11.4,263.3,1014.6,37.5,16.0,7,0.77,"Rain, Partially cloudy",4,8,15
15,740,34,F,H,101,6,19,19.0,70.7,0.0,11.8,215.5,1013.8,74.0,15.9,5,0.05,Partially cloudy,14,1,6
13,740,47,M,H,122,3,23,13.1,70.1,0.414,23.4,251.2,1022.3,81.6,15.9,8,0.07,"Rain, Partially cloudy",17,5,2
16,740,41,M,B,203,2,9,14.4,64.9,0.042,16.1,94.7,1010.1,82.7,15.0,3,0.52,"Rain, Partially cloudy",4,14,21
16,740,40,M,H,122,7,21,22.3,68.7,0.0,12.5,256.6,1013.6,3.9,16.0,3,0.77,Clear,4,18,0
21,740,32,M,H,122,9,4,31.1,45.1,0.0,12.8,208.1,1009.2,2.5,16.0,6,0.3,Clear,12,1,8
6,740,36,F,W,502,7,7,22.9,61.2,0.0,16.8,262.3,1010.8,10.9,14.8,10,0.58,Clear,3,17,23
9,740,53,M,O,122,6,19,20.7,72.9,0.0,10.8,256.5,1008.5,56.7,13.6,10,0.33,Partially cloudy,16,1,4
14,740,50,F,B,101,5,26,20.2,65.1,0.0,22.3,149.3,1015.4,18.5,15.4,10,0.5,Clear,9,5,11
6,740,21,F,H,101,9,2,20.9,69.7,0.0,23.7,266.6,1014.7,2.4,14.2,9,0.52,Clear,3,16,22
18,740,37,F,B,122,1,1,11.4,59.2,0.0,9.9,332.4,1019.0,27.0,15.5,6,0.97,Partially cloudy,4,6,13
4,740,49,M,H,101,11,7,13.9,60.5,2.503,14.7,269.6,1007.0,30.7,15.4,7,0.75,"Rain, Partially cloudy",10,1,7
12,740,66,F,H,101,7,29,22.4,69.8,0.0,11.8,241.7,1011.8,3.3,16.0,6,0.04,Clear,19,5,1
21,740,45,F,H,122,9,18,21.1,68.9,0.0,17.4,202.8,1009.1,59.3,15.9,8,0.77,Partially cloudy,4,16,23
12,740,54,M,H,501,11,10,13.2,44.0,0.0,13.1,288.7,1019.4,0.4,16.0,6,0.85,Clear,17,6,0
3,740,44,F,H,122,9,7,26.8,62.4,0.0,8.8,116.5,1007.0,5.0,11.3,7,0.68,Clear,19,6,0
9,740,45,F,W,101,2,13,14.8,63.2,0.0,16.1,332.4,1012.4,36.5,15.9,6,0.07,Partially cloudy,5,6,13
7,740,58,F,B,101,9,22,22.3,58.7,0.0,15.1,246.3,1013.0,0.8,15.9,9,0.9,Clear,1,11,18
3,740,28,F,O,122,1,4,12.6,78.6,0.0,10.0,269.8,1021.1,19.5,12.1,5,0.7,Clear,1,11,18
4,740,42,F,H,101,9,7,26.8,62.4,0.0,8.8,116.5,1007.0,5.0,11.3,7,0.68,Clear,10,2,9
1,740,49,M,H,122,4,18,16.9,66.3,0.0,20.8,251.4,1015.8,5.3,15.9,9,0.57,Clear,2,11,18
21,740,27,M,O,108,3,2,11.8,47.7,0.0,13.2,270.7,1017.6,1.4,16.0,5,0.35,Clear,1,11,17
4,740,44,F,H,101,5,29,18.8,73.4,0.0,10.7,267.2,1014.6,92.3,14.0,8,0.25,Overcast,0,15,20
11,740,35,F,H,108,9,12,21.2,59.3,0.0,12.0,277.5,1011.5,21.0,7.1,6,0.85,Partially cloudy,11,1,8
21,740,40,M,B,101,10,5,21.3,80.5,0.0,10.8,239.9,1014.3,38.4,12.3,7,0.35,Partially cloudy,2,14,21
7,740,31,M,O,122,9,10,21.0,69.0,0.0,6.8,312.5,1014.3,8.3,9.2,4,0.75,Clear,9,4,10
14,740,38,M,W,501,1,4,14.7,63.6,0.0,6.6,284.8,1025.9,1.2,14.0,5,0.31,Clear,5,15,22
1,740,26,M,B,122,6,11,20.5,72.9,0.0,12.4,244.3,1012.3,11.2,14.0,9,0.41,Clear,13,1,7
6,740,56,M,W,101,7,5,20.3,69.8,0.0,10.2,278.8,1014.2,43.6,13.1,10,0.86,Partially cloudy,18,4,2
13,740,68,M,H,122,7,7,19.7,68.0,0.0,17.5,239.5,1010.9,41.6,15.3,7,0.65,Partially cloudy,3,11,17
12,740,61,F,B,122,6,15,24.7,54.9,0.0,10.4,276.5,1009.9,2.0,15.9,10,0.19,Clear,14,0,6
20,740,30,M,H,101,7,15,23.4,68.1,0.0,12.3,261.5,1014.3,35.2,15.9,9,0.2,Partially cloudy,3,18,23
3,740,27,F,H,122,7,12,23.1,69.4,0.0,16.4,251.7,1011.4,24.8,14.7,9,0.1,Partially cloudy,14,1,6
21,740,51,F,W,501,7,25,25.1,65.2,0.0,12.4,243.7,1013.9,8.7,14.5,7,0.25,Clear,3,11,17
5,740,58,M,H,101,8,22,20.6,82.6,0.0,13.3,263.5,1014.2,57.0,14.9,9,0.85,Partially cloudy,3,10,16
18,740,76,M,B,122,2,1,17.2,45.2,0.0,7.7,24.0,1017.4,50.8,16.0,4,0.64,Partially cloudy,1,11,18
10,740,44,F,O,122,6,2,18.5,66.1,0.0,15.4,243.5,1014.5,59.6,16.0,7,0.46,Partially cloudy,3,11,17
21,740,26,M,W,122,7,21,24.3,61.9,0.0,19.1,267.9,1010.8,1.6,15.6,10,0.42,Clear,1,15,21
7,740,19,M,O,101,12,13,14.9,49.4,0.0,13.7,282.5,1022.2,20.3,15.2,5,0.97,Partially cloudy,0,10,17
6,740,41,M,W,101,9,16,21.9,71.8,0.0,17.8,233.6,1012.2,7.4,16.0,8,0.71,Clear,2,10,17
6,740,52,M,W,101,7,30,21.1,71.1,0.0,14.7,259.1,1013.1,6.2,14.3,10,0.72,Clear,6,8,14
11,740,29,F,F,101,5,30,19.1,67.1,0.0,21.1,264.7,1014.5,42.0,16.0,10,0.29,Partially cloudy,11,3,9
10,740,44,M,A,122,7,20,22.9,65.3,0.0,14.8,243.0,1015.9,3.9,15.7,9,0.75,Clear,3,17,23
18,740,20,M,H,122,10,11,20.6,76.2,0.033,10.9,257.2,1015.0,63.3,15.4,7,0.56,"Rain, Partially cloudy",15,4,3
17,740,32,F,O,108,2,14,14.8,63.7,0.0,8.9,271.5,1017.7,1.4,15.2,7,0.69,Clear,17,6,1
18,740,53,M,H,122,4,5,18.5,66.8,0.0,8.5,192.7,1012.0,1.0,14.6,9,0.15,Clear,12,0,7
5,740,69,F,H,502,5,16,17.8,69.9,0.0,18.9,227.2,1013.0,26.8,15.1,9,0.52,Partially cloudy,5,9,15
3,740,34,F,H,101,2,2,13.3,42.2,0.0,7.9,261.3,1025.3,3.9,15.9,4,0.4,Clear,1,10,17
1,740,27,F,H,122,8,5,23.5,69.7,0.0,14.4,246.5,1011.4,7.0,15.6,6,0.64,Clear,19,5,1
3,740,43,M,B,501,10,1,22.3,45.5,0.0,10.4,299.2,1013.3,0.9,15.8,6,0.85,Clear,18,6,0
3,740,44,F,H,122,10,3,20.5,74.9,0.0,13.8,234.0,1014.1,1.7,16.0,8,0.28,Clear,11,1,8
15,740,28,F,W,122,8,9,26.3,49.2,0.0,14.2,245.2,1012.5,4.4,16.0,9,0.42,Clear,1,13,19
6,740,35,M,H,101,7,5,20.3,69.8,0.0,10.2,278.8,1014.2,43.6,13.1,10,0.86,Partially cloudy,12,3,8
17,740,32,M,W,501,3,27,16.1,55.5,0.0,12.1,272.3,1022.0,0.0,15.9,10,0.47,Clear,2,14,21
13,740,36,M,B,122,10,8,21.1,74.6,0.0,11.0,260.5,1011.3,12.4,13.1,5,0.81,Clear,0,11,18
4,740,29,F,H,101,2,16,15.9,53.3,0.0,16.4,304.7,1014.1,26.1,15.2,7,0.16,Partially cloudy,4,15,22
7,740,71,F,H,102,10,15,21.2,33.1,0.0,13.8,278.4,1016.4,0.0,16.0,7,0.33,Clear,13,2,5
20,740,29,M,W,122,2,17,15.2,69.7,0.0,10.0,268.1,1013.8,5.1,11.3,7,0.8,Clear,16,5,1
19,740,31,F,H,108,6,20,19.0,71.8,0.0,11.5,256.2,1015.1,83.5,16.0,10,0.0,Partially cloudy,4,10,16
10,740,69,M,O,122,5,22,19.8,64.8,0.0,18.7,202.0,1011.3,25.7,15.7,10,0.0,Partially cloudy,1,15,21
3,740,34,M,B,122,11,21,18.8,45.7,0.0,9.9,61.5,1018.0,0.6,12.0,6,0.58,Clear,14,4,3
16,740,23,F,H,122,2,2,15.8,65.9,0.0,10.5,269.1,1017.5,26.6,16.0,6,0.68,Partially cloudy,0,11,18
9,740,25,M,B,108,10,20,16.2,67.0,0.0,10.7,273.9,1018.3,1.3,16.0,7,0.5,Clear,1,10,17
12,740,68,F,B,501,9,3,21.9,68.6,0.0,10.5,271.3,1012.8,0.6,12.9,9,0.55,Clear,4,9,15
20,740,36,M,H,122,11,25,16.1,30.6,0.0,12.4,278.9,1023.5,1.7,15.9,3,0.07,Clear,16,6,0
12,740,37,F,H,122,11,12,14.6,44.9,0.0,8.6,264.4,1016.9,0.7,16.0,6,0.64,Clear,2,9,15
3,740,55,F,H,101,8,22,22.9,69.6,0.0,19.4,239.2,1013.6,1.6,16.0,7,0.22,Clear,4,17,23
18,740,37,M,H,122,1,7,11.5,86.0,0.0,7.8,93.1,1013.5,85.9,4.9,5,0.17,Partially cloudy,4,14,20
1,740,39,M,B,122,7,5,19.4,69.3,0.0,14.1,236.4,1013.8,45.8,12.5,7,0.58,Partially cloudy,2,17,22
14,740,49,M,H,101,8,14,22.4,77.3,0.0,14.3,244.2,1013.3,57.2,14.1,6,0.94,Partially cloudy,4,10,16
21,740,21,M,H,122,5,31,18.4,70.6,0.0,11.6,257.3,1013.8,61.5,15.4,10,0.68,Partially cloudy,0,14,20
1,740,30,M,J,122,5,30,18.2,68.5,0.0,17.5,268.4,1011.8,70.1,15.7,10,0.64,Partially cloudy,1,15,21
3,740,31,M,H,122,6,25,20.2,70.7,0.0,17.2,263.2,1010.1,55.9,14.7,10,0.16,Partially cloudy,1,13,19
17,740,22,F,H,501,3,17,19.0,48.8,0.0,22.1,257.0,1016.5,2.9,15.7,8,0.48,Clear,9,3,10
3,740,34,F,B,122,9,9,25.8,58.4,0.0,18.1,251.8,1014.4,2.8,15.9,6,0.82,Clear,11,2,8
1,740,45,F,H,122,10,16,19.1,77.2,0.0,8.8,257.2,1015.7,38.4,15.9,2,0.72,Partially cloudy,4,8,14
7,740,20,M,O,203,2,13,14.8,63.2,0.0,16.1,332.4,1012.4,36.5,15.9,6,0.07,Partially cloudy,11,0,6
7,740,37,M,W,101,9,19,18.9,73.5,0.0,8.9,261.5,1014.0,22.3,14.4,9,0.46,Partially cloudy,17,5,2
2,740,47,M,B,101,9,23,21.8,69.2,0.0,17.1,267.6,1015.3,18.0,10.5,8,0.25,Clear,2,10,17
7,740,76,M,O,108,7,14,23.5,69.1,0.0,10.7,264.7,1013.8,28.2,14.2,10,0.17,Partially cloudy,10,4,10
7,740,60,F,K,122,11,28,16.0,52.4,0.0,6.5,280.0,1020.3,0.2,15.6,6,0.82,Clear,7,4,10
20,740,27,F,H,122,1,20,15.8,64.4,0.0,8.7,55.8,1017.7,43.7,15.7,3,0.86,Partially cloudy,4,7,14
3,740,69,F,B,502,12,1,14.1,83.4,0.024,6.3,308.0,1017.7,37.9,4.3,6,0.92,"Rain, Partially cloudy",4,6,13
13,740,26,F,H,122,2,15,13.1,64.1,1.4,19.7,237.9,1010.5,79.1,15.4,6,0.47,"Rain, Partially cloudy",15,4,3
20,740,39,M,H,502,4,15,20.5,39.4,0.0,14.5,254.9,1016.2,0.0,13.4,10,0.76,Clear,4,17,23
11,740,20,M,W,101,6,29,22.8,67.1,0.0,13.1,249.3,1015.2,13.2,14.6,9,0.02,Clear,19,4,2
1,740,40,M,B,122,12,25,15.4,41.9,0.0,10.1,347.3,1019.8,1.3,16.0,5,0.36,Clear,12,2,5
1,740,55,M,B,122,9,21,24.2,62.2,0.0,10.4,281.4,1016.5,1.3,15.7,9,0.53,Clear,9,3,10
17,740,44,F,H,122,9,17,18.7,71.1,0.0,10.0,265.0,1014.7,41.9,13.8,9,0.39,Partially cloudy,1,11,18
15,740,29,F,O,122,8,26,23.5,58.8,0.0,14.7,265.2,1010.0,0.3,14.1,10,0.64,Clear,11,2,8
7,740,26,M,B,203,6,14,20.6,59.9,0.0,12.4,250.4,1011.7,4.8,16.0,10,0.79,Clear,10,4,10
2,740,45,M,O,108,4,16,14.3,76.9,0.0,14.1,230.0,1018.5,45.8,15.6,9,0.88,Partially cloudy,2,11,17
11,740,35,F,W,501,9,30,18.9,74.0,0.195,13.7,227.1,1010.5,89.1,16.0,2,0.54,"Rain, Partially cloudy",12,0,6
16,740,22,F,H,122,8,1,23.3,67.7,0.0,13.4,249.8,1015.1,14.3,16.0,8,0.14,Clear,2,12,18
2,740,68,F,H,502,3,30,11.1,72.5,9.365,11.5,88.2,1014.8,64.7,14.9,7,0.29,"Rain, Partially cloudy",0,12,19
15,740,40,F,W,122,1,21,16.2,49.6,0.0,10.1,247.3,1016.1,0.7,15.8,6,0.28,Clear,3,13,20
12,740,33,F,H,122,6,11,20.5,53.9,0.0,16.0,243.5,1013.1,0.2,15.8,10,0.05,Clear,2,16,22
2,740,39,M,H,501,2,7,13.1,72.6,0.0,8.7,291.5,1013.4,24.7,9.2,7,0.86,Partially cloudy,3,14,20
6,740,51,M,H,122,9,9,23.0,67.8,0.0,11.8,249.4,1009.1,5.4,11.2,8,0.75,Clear,2,14,21
8,740,18,M,W,101,2,11,19.1,37.8,0.0,7.4,257.4,1015.3,0.2,16.0,7,0.34,Clear,4,15,22
14,740,29,F,W,101,4,6,15.0,72.8,27.105,13.4,211.4,1012.6,76.7,13.4,4,0.46,"Rain, Partially cloudy",1,11,18
3,740,32,F,H,122,10,13,16.3,37.3,0.0,13.3,275.4,1013.4,0.0,16.0,7,0.26,Clear,1,10,17
13,740,45,M,H,122,7,1,22.3,68.5,0.0,26.5,253.7,1012.0,42.3,14.4,10,0.75,Partially cloudy,10,5,10
11,740,79,F,A,108,4,13,16.1,70.6,0.274,20.1,259.2,1019.5,67.2,15.1,6,0.69,"Rain, Partially cloudy",9,4,10
1,740,33,M,W,122,8,27,22.0,75.8,0.0,17.1,250.4,1010.7,32.9,15.1,9,0.0,Partially cloudy,1,12,18
21,740,40,F,H,122,6,12,20.2,73.3,0.0,18.4,243.6,1010.4,27.8,13.2,9,0.44,Partially cloudy,2,17,22
21,740,52,M,H,122,4,3,15.5,74.9,0.0,12.9,261.9,1014.0,89.6,16.0,6,0.08,Partially cloudy,8,5,11
2,740,24,F,H,108,11,7,15.3,92.7,1.957,11.9,122.2,1014.4,89.8,12.1,1,0.48,"Rain, Partially cloudy",6,17,23
18,740,32,M,B,501,3,19,15.0,69.2,0.0,16.4,265.8,1020.0,2.8,16.0,8,0.21,Clear,1,11,18
13,740,61,F,H,122,1,16,13.1,68.5,1.812,8.5,184.6,1017.3,71.7,8.9,2,0.71,"Rain, Partially cloudy",3,13,20
12,740,56,F,B,502,11,16,16.1,32.5,0.0,11.4,282.6,1022.9,0.3,16.0,6,0.75,Clear,8,2,8
20,740,45,M,W,101,6,13,18.5,71.0,0.0,12.8,246.7,1016.3,70.4,16.0,4,0.84,Partially cloudy,20,6,0
1,740,61,M,B,122,9,4,31.1,45.1,0.0,12.8,208.1,1009.2,2.5,16.0,6,0.3,Clear,11,2,8
7,740,51,M,H,122,6,9,19.2,56.7,0.0,28.7,259.0,1017.6,1.4,16.0,10,0.98,Clear,1,14,19
5,740,21,F,H,502,1,14,12.4,85.1,30.667,19.4,107.2,1013.8,73.3,10.4,0,0.75,"Rain, Partially cloudy",2,12,19
3,740,33,F,B,122,6,22,20.1,68.6,0.0,19.7,255.0,1012.8,27.9,15.9,10,0.43,Partially cloudy,2,12,18
16,740,29,M,H,501,2,27,15.3,24.3,0.0,13.5,289.7,1023.4,2.8,16.0,7,0.9,Clear,17,6,1
8,740,32,F,O,122,2,7,13.1,72.6,0.0,8.7,291.5,1013.4,24.7,9.2,7,0.86,Partially cloudy,0,11,18
3,740,27,F,B,501,4,11,15.1,80.2,0.0,12.8,237.6,1015.7,68.8,7.9,9,0.7,Partially cloudy,10,3,10
12,740,60,M,B,101,9,3,21.9,68.6,0.0,10.5,271.3,1012.8,0.6,12.9,9,0.55,Clear,18,5,1
11,740,43,M,W,108,1,11,14.7,38.6,0.0,11.8,291.7,1021.2,1.5,16.0,6,0.95,Clear,2,12,19
19,740,36,F,H,108,1,5,14.5,59.1,0.0,8.6,311.2,1024.2,2.2,15.0,6,0.34,Clear,6,16,23
2,740,40,M,H,122,10,1,22.3,45.5,0.0,10.4,299.2,1013.3,0.9,15.8,6,0.85,Clear,5,7,14
14,740,66,M,W,101,8,18,20.5,72.1,0.0,13.1,249.2,1012.3,8.3,15.4,9,0.75,Clear,20,6,0
11,740,35,F,O,101,6,1,19.8,68.6,0.0,10.4,236.4,1010.3,1.6,15.0,10,0.08,Clear,0,14,20
2,740,32,M,W,122,10,18,22.4,62.3,0.0,11.9,248.3,1014.6,1.1,15.9,7,0.79,Clear,8,3,10
3,740,27,M,O,122,12,29,11.3,58.8,0.0,13.4,339.0,1019.0,0.9,16.0,5,0.5,Clear,3,13,20
1,740,28,M,H,122,3,3,11.5,66.3,4.005,23.8,87.5,1011.5,43.5,15.1,4,0.66,"Rain, Partially cloudy",2,13,20
2,740,34,M,H,502,5,15,18.2,75.6,0.0,10.6,243.4,1017.4,84.4,11.5,6,0.86,Partially cloudy,12,1,7
5,740,44,F,H,122,5,12,18.9,61.2,0.0,15.1,253.9,1015.3,42.7,16.0,8,0.67,Partially cloudy,15,1,5
3,740,26,M,B,122,8,30,20.7,75.6,0.0,18.4,252.5,1007.9,26.1,12.9,9,0.75,Partially cloudy,14,1,5
20,740,24,M,H,108,11,30,17.0,29.9,0.0,6.6,342.0,1019.1,1.4,16.0,6,0.5,Clear,0,10,16
1,740,31,M,B,122,2,19,13.3,46.3,0.0,14.2,187.7,1017.4,2.2,16.0,5,0.0,Clear,16,5,2
7,740,45,M,H,108,6,4,18.2,74.3,0.0,9.9,223.4,1012.6,90.7,15.9,9,0.18,Overcast,2,17,22
3,740,21,F,B,122,2,28,17.8,27.6,0.0,9.6,281.6,1018.6,1.0,15.8,8,0.93,Clear,12,0,6
13,740,56,M,O,501,10,20,20.2,75.3,0.0,18.0,268.9,1010.9,72.1,8.4,7,0.13,Partially cloudy,3,14,21
10,740,27,F,O,122,6,17,20.0,74.8,0.0,16.9,234.4,1014.3,54.3,14.6,7,0.0,Partially cloudy,3,12,18
1,740,28,F,W,122,3,2,17.8,37.7,0.0,8.6,260.0,1015.4,2.6,16.0,8,0.0,Clear,4,8,14
5,740,54,M,H,122,1,11,14.7,38.6,0.0,11.8,291.7,1021.2,1.5,16.0,6,0.95,Clear,2,12,19
1,740,36,M,H,122,7,7,21.8,68.5,0.0,17.8,250.6,1009.9,15.3,15.0,10,0.93,Clear,6,8,14
9,740,35,F,O,501,8,5,20.9,70.3,0.0,20.5,264.1,1013.0,58.1,15.9,10,0.57,Partially cloudy,5,9,15
2,740,70,M,H,101,7,28,24.4,70.1,0.0,19.5,227.0,1012.7,6.1,14.6,7,0.37,Clear,9,5,11
13,740,19,M,H,203,8,6,21.1,64.4,0.0,19.0,283.0,1012.1,53.3,16.0,10,0.6,Partially cloudy,19,5,1
12,740,64,M,H,101,11,4,19.4,67.5,0.0,10.5,263.3,1017.3,1.3,10.0,7,0.64,Clear,5,16,22
8,740,44,F,W,501,10,23,17.7,66.9,0.0,13.7,232.6,1010.6,18.4,16.0,5,0.95,Clear,0,11,18
14,740,30,F,B,108,6,12,21.6,54.4,0.0,12.7,253.5,1010.6,0.4,16.0,10,0.08,Clear,2,17,22
9,740,53,F,K,122,2,1,17.2,45.2,0.0,7.7,24.0,1017.4,50.8,16.0,4,0.64,Partially cloudy,11,0,7
4,740,31,M,H,101,5,24,21.1,48.2,0.0,17.9,261.9,1014.8,0.7,15.7,10,0.44,Clear,9,5,11
3,740,60,M,B,122,8,12,23.1,71.9,0.0,20.6,228.6,1015.1,39.4,15.0,6,0.88,Partially cloudy,12,1,8
9,740,68,M,B,502,1,25,15.1,75.6,0.0,9.7,274.7,1017.2,43.8,4.8,6,0.03,Partially cloudy,7,17,0
8,740,46,M,H,101,11,24,16.1,43.0,0.0,10.3,277.3,1021.0,0.7,14.6,4,0.03,Clear,0,10,17
9,740,37,F,W,501,8,20,21.3,72.1,0.0,11.0,257.2,1010.1,50.6,16.0,9,0.44,Partially cloudy,9,4,10
7,740,32,M,C,122,12,2,13.1,85.4,0.0,10.1,270.3,1019.2,71.0,4.3,5,0.95,Partially cloudy,5,15,22
15,740,38,F,O,108,12,13,10.7,62.4,0.0,10.9,280.3,1017.5,19.4,15.7,5,0.69,Clear,2,12,19
3,740,32,M,H,122,7,24,22.3,70.3,0.0,9.9,291.0,1015.3,48.4,13.4,10,0.52,Partially cloudy,2,16,22
14,740,37,M,A,101,4,13,13.5,81.5,0.782,11.1,176.7,1009.9,99.9,12.6,4,0.75,"Rain, Overcast",2,11,18
7,740,62,F,B,108,5,24,21.1,48.2,0.0,17.9,261.9,1014.8,0.7,15.7,10,0.44,Clear,0,14,20
3,740,31,F,H,122,7,9,24.3,64.8,0.0,11.9,277.5,1012.0,2.4,15.8,10,0.0,Clear,13,1,7
8,740,27,M,W,122,7,12,19.5,72.5,0.0,11.1,243.1,1012.8,53.8,14.2,7,0.47,Partially cloudy,4,10,16
1,740,57,M,O,502,5,2,20.9,60.2,0.0,17.2,247.4,1015.1,7.9,14.8,10,0.34,Clear,10,4,10
6,740,41,M,O,122,3,11,10.7,63.0,3.353,17.3,284.3,1017.7,51.0,15.6,7,0.94,"Rain, Partially cloudy",13,2,4
18,740,38,M,H,122,2,8,15.0,45.6,0.0,12.9,260.4,1023.2,1.3,16.0,4,0.61,Clear,10,1,7
13,740,57,M,H,122,9,27,18.2,77.1,0.0,7.6,280.3,1016.0,99.9,15.1,1,0.72,Overcast,13,1,5
3,740,53,F,B,122,2,14,16.0,52.7,0.0,14.3,227.7,1016.6,6.4,16.0,7,0.44,Clear,7,4,11
9,740,54,F,H,122,1,1,11.4,59.2,0.0,9.9,332.4,1019.0,27.0,15.5,6,0.97,Partially cloudy,14,4,3
5,740,24,F,W,122,6,21,20.0,68.0,0.0,13.6,257.9,1013.9,60.8,16.0,10,0.02,Partially cloudy,3,12,17
6,740,66,M,W,101,2,1,20.3,33.3,0.0,12.6,330.1,1021.1,0.2,16.0,7,0.25,Clear,14,4,3
4,740,60,M,H,101,12,21,13.7,55.7,0.0,8.3,293.4,1019.3,0.7,15.9,3,0.95,Clear,17,7,0
16,740,45,F,O,501,11,6,19.6,65.6,0.0,12.0,129.6,1005.3,57.9,14.4,6,0.71,Partially cloudy,0,11,17
17,740,20,M,F,101,1,16,18.6,33.6,0.0,8.3,0.0,1017.4,72.8,16.0,6,0.46,Partially cloudy,6,16,23
13,740,33,M,H,122,5,17,16.9,71.5,0.0,21.1,237.2,1014.3,44.7,15.3,9,0.56,Partially cloudy,2,16,22
8,740,35,F,H,122,5,19,17.5,78.5,0.0,16.1,220.1,1016.5,94.2,12.2,6,0.0,Overcast,1,15,21
7,740,43,M,H,102,7,7,22.9,61.2,0.0,16.8,262.3,1010.8,10.9,14.8,10,0.58,Clear,9,5,11
15,740,32,F,B,101,8,31,23.9,73.3,0.0,10.7,201.2,1009.2,27.3,11.8,7,0.52,Partially cloudy,1,14,20
6,740,79,F,W,501,3,7,15.3,63.1,0.0,21.5,243.2,1015.5,76.9,15.9,7,0.44,Partially cloudy,4,15,22
7,740,25,M,A,502,9,25,23.7,64.2,0.0,14.7,238.4,1014.5,1.8,15.9,8,0.0,Clear,1,11,18
12,740,29,M,B,101,3,26,15.0,78.5,0.0,9.3,248.4,1012.9,49.6,11.1,8,0.8,Partially cloudy,2,10,17
9,740,24,F,H,122,6,8,19.7,77.8,0.0,17.3,242.6,1009.4,58.5,13.1,9,0.31,Partially cloudy,0,14,20
6,740,27,F,H,102,6,29,22.8,67.1,0.0,13.1,249.3,1015.2,13.2,14.6,9,0.02,Clear,11,3,9
12,740,63,F,B,501,7,13,19.0,74.2,0.0,17.3,251.7,1013.2,55.5,15.2,7,0.5,Partially cloudy,7,7,13
12,740,34,M,B,122,8,22,27.7,58.9,0.0,20.1,242.0,1009.9,4.7,10.1,9,0.13,Clear,17,3,3
5,740,64,M,W,122,12,4,15.0,23.9,0.0,9.8,338.3,1021.6,0.7,16.0,6,0.66,Clear,17,7,0
8,740,35,F,W,502,11,3,13.9,46.2,0.0,17.2,302.5,1017.8,2.3,16.0,7,0.33,Clear,17,6,1
8,740,25,M,W,101,5,23,16.9,59.2,0.0,12.4,249.4,1018.2,0.6,16.0,10,0.41,Clear,2,12,18
6,740,23,M,O,108,8,28,26.4,54.0,0.0,12.6,248.6,1010.2,0.0,15.5,6,0.42,Clear,10,3,9
3,740,40,M,B,122,6,20,19.0,71.8,0.0,11.5,256.2,1015.1,83.5,16.0,10,0.0,Partially cloudy,13,2,7
18,740,37,M,B,122,12,15,8.5,65.5,0.0,15.6,291.3,1022.7,2.4,16.0,5,0.39,Clear,10,0,7
12,740,38,M,B,122,7,7,21.3,69.6,0.0,14.9,244.6,1013.7,1.9,16.0,10,0.3,Clear,9,5,11
12,740,36,F,I,501,4,20,19.2,40.7,0.0,13.1,254.9,1019.1,2.4,16.0,9,0.02,Clear,9,4,10
21,740,41,M,W,122,10,10,18.7,62.1,0.0,18.9,244.5,1014.8,0.0,16.0,8,0.15,Clear,3,8,15
21,740,38,F,H,122,2,23,18.0,34.9,0.0,17.2,285.7,1016.0,1.1,16.0,8,0.39,Clear,1,12,18
9,740,23,F,B,108,1,11,12.8,67.3,0.0,7.8,36.2,1020.3,26.1,15.4,5,0.54,Partially cloudy,1,11,18
16,740,26,M,H,122,10,31,19.5,56.6,0.0,6.5,308.0,1015.5,1.4,14.0,7,0.5,Clear,16,5,2
4,740,33,F,H,501,9,15,22.0,70.4,0.0,13.4,207.5,1013.3,27.8,16.0,8,0.67,Partially cloudy,2,15,21
1,740,32,F,B,122,8,21,20.4,75.0,0.0,9.0,271.9,1009.1,67.9,15.4,6,0.47,Partially cloudy,18,5,2
4,740,76,F,H,501,9,14,22.3,61.8,0.0,10.6,281.4,1013.5,4.7,5.8,8,0.91,Clear,3,15,22
18,740,40,F,B,122,8,15,24.0,61.1,0.0,18.5,266.7,1012.9,1.1,10.5,9,0.25,Clear,16,3,4
17,740,19,M,H,101,8,20,26.8,61.7,0.0,11.7,256.2,1007.1,1.2,13.5,9,0.06,Clear,3,16,22
20,740,58,M,O,122,4,21,18.4,61.1,0.0,15.3,270.9,1018.2,11.2,10.7,10,0.96,Clear,19,6,0
11,740,67,M,H,501,7,18,23.3,67.8,0.0,13.9,254.0,1013.5,4.1,15.9,9,0.67,Clear,20,5,0
5,740,49,M,W,501,3,12,10.9,60.4,0.0,15.6,282.3,1020.5,16.0,15.9,9,0.98,Clear,1,12,18
4,740,41,F,H,101,3,9,12.9,60.5,0.0,28.2,261.5,1019.9,20.4,16.0,8,0.87,Partially cloudy,4,7,14
12,740,73,M,A,122,7,5,20.3,71.2,0.0,20.1,250.8,1013.3,15.7,14.5,9,0.23,Clear,3,11,17
16,740,56,M,H,122,2,3,14.9,44.0,0.0,9.2,281.2,1022.5,4.4,16.0,6,0.44,Clear,4,7,14
