area,crm_cd,vict_age,vict_sex,vict_descent,premis_cd,month,day,temp,humidity,precip,windspeed,winddir,sealevelpressure,cloudcover,visibility,uvindex,moonphase,conditions,sunset_time_difference,sunrise_time_difference,hour_crime_occ
6,624,68,M,B,203,11,19,16.1,39.4,0.0,4.7,32.2,1017.5,0.1,14.9,4,0.87,Clear,2,8,14
15,624,49,M,H,502,4,12,15.3,26.6,0.0,20.4,316.3,1014.9,18.2,16.0,9,0.37,Clear,0,13,20
6,624,30,F,H,101,5,13,17.8,75.4,0.0,11.1,225.5,1011.4,50.5,12.1,7,0.79,Partially cloudy,17,3,2
3,624,30,M,B,501,10,8,18.1,73.3,0.266,11.5,273.7,1017.0,72.5,15.8,5,0.08,"Rain, Partially cloudy",13,2,5
20,624,30,F,K,502,6,7,17.7,68.5,0.0,13.3,246.4,1014.8,73.9,16.0,3,0.63,Partially cloudy,4,10,16
6,624,44,M,H,101,4,12,14.4,81.9,0.327,8.7,181.2,1011.6,100.0,11.8,2,0.74,"Rain, Overcast",3,10,16
18,624,32,M,H,101,11,23,14.8,46.9,0.0,6.2,331.8,1017.7,1.6,15.2,4,0.0,Clear,7,3,10
8,624,36,M,H,501,11,2,15.0,84.5,0.0,15.8,256.0,1020.3,37.9,11.4,6,0.93,Partially cloudy,5,6,13
9,624,23,F,B,502,6,14,17.4,77.8,0.0,8.6,245.4,1013.9,82.0,15.6,2,0.88,Partially cloudy,0,14,20
12,624,50,M,H,101,10,8,21.1,74.6,0.0,11.0,260.5,1011.3,12.4,13.1,5,0.81,Clear,5,6,13
1,624,80,M,H,502,5,26,18.4,70.9,0.0,22.2,244.9,1013.8,48.4,13.8,9,0.87,Partially cloudy,15,1,5
13,624,34,M,H,502,1,13,15.4,43.2,0.0,7.9,308.0,1022.4,2.0,16.0,5,0.02,Clear,2,12,19
14,624,26,F,B,203,7,19,24.6,60.2,0.0,21.3,253.0,1015.5,1.4,15.9,10,0.35,Clear,6,8,14
18,624,21,F,H,501,8,15,23.5,59.9,0.0,11.2,245.4,1009.9,1.7,16.0,9,0.62,Clear,2,16,22
5,624,40,M,O,108,5,5,19.1,70.4,0.0,12.3,259.7,1013.7,31.4,11.7,10,0.8,Partially cloudy,19,5,1
6,624,28,M,W,203,10,13,20.1,70.0,0.0,8.9,253.1,1011.9,5.8,15.8,6,0.97,Clear,0,12,18
8,624,72,M,H,502,5,14,23.4,37.9,0.0,12.6,248.0,1012.6,1.7,16.0,10,0.45,Clear,3,17,23
12,624,60,F,H,102,10,12,20.5,79.0,0.692,18.0,257.7,1017.4,71.8,15.5,8,0.59,"Rain, Partially cloudy",3,9,16
7,624,63,M,B,102,8,15,24.0,61.1,0.0,18.5,266.7,1012.9,1.1,10.5,9,0.25,Clear,11,3,9
13,624,17,F,H,101,7,15,20.9,74.5,0.0,13.8,247.9,1013.2,9.7,15.1,9,0.57,Clear,2,17,22
13,624,38,F,W,502,12,9,16.4,38.0,0.0,12.1,274.9,1015.9,2.0,16.0,5,0.83,Clear,7,3,10
2,624,47,F,H,502,6,1,17.6,70.4,0.0,9.0,242.1,1013.4,100.0,15.8,2,0.42,Overcast,14,0,6
1,624,22,F,W,502,9,15,22.6,58.6,0.0,14.2,256.3,1015.6,3.5,5.6,7,0.95,Clear,9,3,10
13,624,14,F,H,101,3,31,18.6,55.1,0.0,12.0,262.8,1015.8,2.8,15.8,6,0.25,Clear,1,13,20
7,624,44,M,H,101,12,3,15.6,79.9,0.0,10.3,258.3,1018.5,14.2,14.0,3,0.35,Clear,5,15,22
1,624,29,F,H,102,7,17,21.0,68.2,0.0,15.9,260.1,1014.3,26.3,15.7,10,0.91,Partially cloudy,11,3,9
21,624,37,M,O,101,7,10,23.7,65.6,0.0,13.6,257.0,1012.6,3.7,14.9,10,0.03,Clear,1,15,21
4,624,38,M,H,501,4,23,16.8,59.4,0.0,17.1,226.3,1016.8,8.0,16.0,9,0.75,Clear,2,16,22
6,624,27,F,H,101,6,11,20.5,72.9,0.0,12.4,244.3,1012.3,11.2,14.0,9,0.41,Clear,18,3,2
11,624,28,M,H,203,1,28,18.3,34.8,0.0,15.0,318.7,1019.6,1.4,15.8,6,0.13,Clear,7,3,10
6,624,32,M,O,102,6,21,20.2,63.2,0.0,15.0,244.7,1014.3,1.7,16.0,7,0.12,Clear,3,17,23
21,624,28,F,W,501,3,26,14.8,26.9,0.0,20.1,310.8,1019.0,2.1,16.0,6,0.16,Clear,1,13,20
15,624,46,M,W,501,7,8,23.2,66.1,0.0,10.4,266.5,1009.7,2.2,16.0,8,0.96,Clear,6,8,14
20,624,58,M,B,502,5,7,18.3,70.1,0.0,13.4,235.0,1012.2,19.5,15.8,9,0.23,Clear,0,13,19
2,624,61,F,W,501,8,5,23.5,69.7,0.0,14.4,246.5,1011.4,7.0,15.6,6,0.64,Clear,15,1,5
17,624,53,M,A,108,12,2,13.1,85.4,0.0,10.1,270.3,1019.2,71.0,4.3,5,0.95,Partially cloudy,3,13,20
21,624,57,F,W,501,3,26,13.4,47.3,0.0,27.6,268.7,1015.6,4.9,15.8,9,0.08,Clear,3,15,22
4,624,50,M,H,502,10,11,20.3,65.7,0.0,14.5,255.2,1005.0,26.6,16.0,6,0.9,Partially cloudy,2,9,16
19,624,13,F,H,502,10,6,21.0,79.3,0.0,11.0,240.4,1016.0,65.6,10.5,7,0.39,Partially cloudy,12,0,7
15,624,36,F,W,101,7,23,23.3,68.9,0.0,19.1,255.3,1015.9,29.1,14.0,10,0.5,Partially cloudy,18,4,2
19,624,19,F,H,501,12,19,13.9,43.5,0.0,6.7,292.6,1023.9,0.0,16.0,5,0.17,Clear,7,3,10
12,624,67,M,B,501,7,7,21.8,68.5,0.0,17.8,250.6,1009.9,15.3,15.0,10,0.93,Clear,5,9,15
14,624,15,F,B,102,4,7,16.3,49.5,0.0,23.0,226.1,1016.9,3.6,16.0,9,0.56,Clear,1,13,20
21,624,43,F,H,502,12,10,12.5,65.2,0.0,8.6,69.6,1018.8,5.9,16.0,5,0.25,Clear,5,15,21
6,624,32,F,W,102,8,8,23.8,65.4,0.0,16.6,196.1,1015.7,9.9,15.4,6,0.75,Clear,11,3,9
12,624,20,F,H,501,6,10,27.7,21.0,0.0,14.2,247.4,1012.8,0.8,16.0,10,0.66,Clear,1,14,19
6,624,59,M,B,102,4,20,17.2,66.2,0.0,12.1,156.8,1012.6,29.2,14.4,10,0.29,Partially cloudy,8,5,11
5,624,34,F,H,102,6,12,21.6,54.4,0.0,12.7,253.5,1010.6,0.4,16.0,10,0.08,Clear,1,16,21
13,624,38,F,H,203,9,14,22.3,61.8,0.0,10.6,281.4,1013.5,4.7,5.8,8,0.91,Clear,5,7,14
20,624,26,M,H,101,9,11,26.2,69.8,0.218,15.0,242.9,1014.6,55.5,16.0,8,0.54,"Rain, Partially cloudy",18,6,1
12,624,45,F,B,501,2,17,13.2,24.3,0.0,9.2,357.5,1017.2,5.0,15.8,4,0.92,Clear,0,11,18
12,624,29,F,H,102,7,22,22.7,70.5,0.0,11.5,229.2,1010.8,21.4,11.9,7,0.17,Partially cloudy,7,7,13
17,624,75,F,O,501,12,1,16.1,34.7,0.0,6.3,347.8,1017.1,0.2,16.0,6,0.55,Clear,1,9,16
2,624,22,F,B,102,11,9,13.4,69.6,6.79,21.8,274.1,1017.6,26.7,15.9,6,0.54,"Rain, Partially cloudy",4,15,21
10,624,36,M,H,501,5,29,18.8,73.4,0.0,10.7,267.2,1014.6,92.3,14.0,8,0.25,Overcast,4,10,16
12,624,21,M,H,101,2,15,14.8,65.5,0.0,13.3,272.1,1020.6,2.5,13.0,7,0.75,Clear,8,3,10
15,624,50,F,H,101,9,30,21.5,57.8,0.0,11.9,263.3,1012.4,0.8,15.8,8,0.82,Clear,1,11,18
8,624,56,M,W,502,7,3,19.8,66.4,0.0,12.5,249.1,1012.7,22.3,16.0,10,0.16,Partially cloudy,2,16,22
2,624,16,F,H,502,12,8,11.7,66.6,0.0,9.9,264.2,1024.6,2.0,15.9,3,0.52,Clear,9,1,8
20,624,63,M,O,101,1,10,14.7,35.8,0.0,10.0,318.4,1020.8,1.6,16.0,5,0.92,Clear,15,5,2
4,624,47,M,H,501,7,29,22.4,69.8,0.0,11.8,241.7,1011.8,3.3,16.0,6,0.04,Clear,0,14,20
4,624,34,M,H,101,12,5,13.8,40.9,0.0,8.4,308.4,1022.9,1.6,15.3,6,0.69,Clear,6,4,11
1,624,39,M,B,102,9,22,21.5,71.1,0.0,10.7,264.9,1015.3,40.4,10.2,8,0.18,Partially cloudy,5,7,14
10,624,43,F,H,101,7,16,21.5,72.2,0.0,12.1,239.3,1011.9,6.4,14.4,9,0.6,Clear,1,13,19
14,624,59,M,H,502,7,6,23.9,59.6,0.0,14.7,286.0,1010.3,5.2,14.5,10,0.55,Clear,10,4,10
5,624,29,F,H,502,9,27,24.4,64.7,0.0,12.9,248.6,1010.9,2.0,15.8,8,0.07,Clear,5,7,14
2,624,60,F,H,502,12,29,11.3,58.8,0.0,13.4,339.0,1019.0,0.9,16.0,5,0.5,Clear,3,7,14
2,624,37,F,A,101,7,25,21.3,73.7,0.0,14.1,257.1,1012.4,62.1,14.5,6,0.9,Partially cloudy,10,4,10
13,624,34,M,H,501,12,15,12.2,59.7,0.0,7.7,281.0,1019.9,5.0,16.0,4,0.75,Clear,6,4,11
7,624,25,M,H,501,10,15,25.1,51.8,0.0,11.5,295.9,1013.0,1.5,15.4,7,0.97,Clear,2,9,16
2,624,41,M,H,101,12,14,10.9,63.3,0.0,7.3,308.1,1021.3,1.2,15.9,5,0.72,Clear,15,5,2
20,624,46,M,H,101,1,11,14.7,38.6,0.0,11.8,291.7,1021.2,1.5,16.0,6,0.95,Clear,3,14,20
18,624,28,M,B,502,7,11,20.0,75.1,0.0,14.5,243.7,1013.0,35.5,14.4,10,0.43,Partially cloudy,6,9,14
1,624,36,M,B,502,11,23,17.9,50.0,0.0,8.4,358.6,1013.8,1.9,15.6,6,0.65,Clear,2,8,15
21,624,63,F,W,102,2,4,13.3,40.0,0.0,20.1,299.0,1026.5,1.9,16.0,7,0.12,Clear,6,5,11
16,624,33,M,H,501,9,29,18.9,73.0,0.0,12.7,272.8,1012.2,5.8,15.5,7,0.78,Clear,3,9,16
8,624,21,F,W,502,4,4,16.7,62.7,0.0,14.0,233.5,1012.0,65.9,15.1,6,0.39,Partially cloudy,1,12,18
1,624,28,M,H,101,5,24,17.0,74.8,0.0,8.7,231.9,1013.5,99.1,14.0,5,0.17,Overcast,13,2,7
1,624,33,M,H,102,3,27,15.5,30.7,0.0,13.5,308.7,1020.1,2.5,16.0,9,0.2,Clear,3,9,16
14,624,72,F,H,101,5,26,18.4,70.9,0.0,22.2,244.9,1013.8,48.4,13.8,9,0.87,Partially cloudy,12,2,8
15,624,59,M,W,502,1,18,15.2,79.4,0.0,9.0,271.0,1018.0,79.8,14.0,5,0.53,Partially cloudy,3,8,15
15,624,57,M,B,101,8,7,21.4,65.1,0.0,12.0,260.3,1012.9,0.6,15.6,10,0.63,Clear,12,2,8
12,624,13,M,B,501,11,24,15.1,69.9,0.0,8.4,307.6,1016.8,14.9,12.6,5,0.32,Clear,1,11,18
12,624,22,F,B,502,9,25,19.0,77.1,0.0,14.2,259.3,1014.7,21.4,14.3,8,0.66,Partially cloudy,5,17,23
12,624,25,F,B,501,8,10,22.4,67.7,0.0,17.7,260.9,1012.5,23.7,10.2,10,0.08,Partially cloudy,11,2,8
21,624,25,M,H,108,1,14,12.9,68.4,0.0,8.4,278.7,1019.0,9.1,13.4,5,0.64,Clear,1,11,18
4,624,87,F,H,502,2,2,15.8,65.9,0.0,10.5,269.1,1017.5,26.6,16.0,6,0.68,Partially cloudy,5,16,22
14,624,49,F,H,101,7,12,19.5,72.5,0.0,11.1,243.1,1012.8,53.8,14.2,7,0.47,Partially cloudy,10,4,10
6,624,53,F,W,102,12,23,13.8,69.1,0.0,7.5,234.7,1020.2,2.6,12.2,5,0.0,Clear,1,9,16
16,624,53,F,H,501,9,6,27.5,67.0,0.0,16.0,232.5,1009.4,6.8,16.0,8,0.37,Clear,3,16,22
6,624,23,F,B,101,12,19,11.6,53.6,0.0,6.9,308.2,1022.9,1.8,15.5,3,0.88,Clear,6,15,22
12,624,23,F,H,501,10,10,19.8,80.7,0.0,12.5,232.8,1014.6,52.2,12.3,7,0.53,Partially cloudy,4,8,15
19,624,70,M,W,501,5,12,18.9,61.2,0.0,15.1,253.9,1015.3,42.7,16.0,8,0.67,Partially cloudy,1,15,20
21,624,27,M,B,501,5,21,17.5,71.1,0.0,15.1,247.3,1013.4,77.1,16.0,5,0.7,Partially cloudy,3,11,17
21,624,21,M,B,502,2,28,17.8,27.6,0.0,9.6,281.6,1018.6,1.0,15.8,8,0.93,Clear,17,6,1
5,624,66,M,W,101,5,6,17.3,70.6,0.0,11.2,258.8,1016.2,70.0,12.9,10,0.83,Partially cloudy,11,3,9
20,624,31,M,A,101,2,17,15.7,37.4,0.0,12.8,319.8,1016.1,1.0,15.7,7,0.19,Clear,6,17,0
7,624,49,F,B,501,4,1,18.4,65.7,0.0,18.1,240.6,1010.7,21.2,14.2,9,0.25,Partially cloudy,12,0,7
3,624,22,F,H,502,5,18,18.0,74.4,0.0,11.7,204.9,1012.4,70.2,12.5,6,0.97,Partially cloudy,3,17,23
8,624,26,M,B,502,6,15,20.5,74.0,0.0,26.5,256.3,1009.4,41.5,14.9,9,0.54,Partially cloudy,5,10,15
2,624,40,F,O,502,12,5,13.8,40.9,0.0,8.4,308.4,1022.9,1.6,15.3,6,0.69,Clear,3,13,20
4,624,43,M,H,102,4,14,15.2,57.8,0.0,22.5,241.4,1015.4,0.7,15.9,9,0.44,Clear,11,2,8
14,624,37,M,W,502,9,24,20.2,75.2,0.0,17.4,240.9,1015.6,20.5,11.0,6,0.34,Partially cloudy,3,15,22
11,624,56,M,H,108,6,6,19.3,66.6,0.0,13.2,251.8,1012.4,52.7,16.0,8,0.53,Partially cloudy,11,3,9
6,624,22,M,H,108,2,15,11.5,34.0,0.0,12.4,327.8,1019.8,0.6,16.0,5,0.85,Clear,2,13,20
18,624,70,F,B,501,3,21,12.0,83.2,27.67,21.6,129.7,1007.5,96.8,11.7,5,0.0,"Rain, Overcast",13,0,6
12,624,25,F,B,502,7,28,22.4,68.2,0.0,20.5,256.1,1015.0,5.2,15.3,10,0.65,Clear,4,10,16
1,624,63,F,W,102,3,29,14.2,76.2,3.026,15.1,237.8,1013.2,23.8,15.9,9,0.91,"Rain, Partially cloudy",2,10,17
5,624,55,M,W,102,4,9,16.0,75.4,0.0,12.7,251.5,1018.7,44.7,11.7,9,0.63,Partially cloudy,18,5,1
16,624,65,M,H,101,4,10,17.4,68.6,0.0,17.7,222.8,1010.6,97.6,13.9,8,0.31,Overcast,15,2,4
3,624,34,F,B,101,12,5,13.4,82.9,0.0,6.4,100.9,1018.6,48.4,6.6,5,0.05,Partially cloudy,1,9,15
12,624,33,M,W,501,11,20,16.1,66.2,0.0,8.2,295.6,1018.3,3.1,13.5,5,0.19,Clear,2,8,14
20,624,22,F,H,502,4,8,26.7,20.1,0.0,12.7,264.6,1012.2,1.6,16.0,7,0.25,Clear,18,5,2
10,624,24,F,H,502,11,6,19.6,65.6,0.0,12.0,129.6,1005.3,57.9,14.4,6,0.71,Partially cloudy,6,17,23
10,624,51,F,B,108,9,20,21.8,71.3,0.0,24.6,247.2,1012.1,8.0,15.9,8,0.83,Clear,19,7,0
10,624,36,M,H,108,10,7,23.0,63.0,0.0,9.7,252.6,1011.1,2.9,14.6,5,0.77,Clear,1,11,18
11,624,45,M,H,102,3,31,15.0,75.6,0.0,10.3,224.1,1012.0,99.7,15.9,3,0.0,Overcast,9,3,10
2,624,32,M,H,502,9,6,23.5,69.6,0.0,15.8,164.3,1012.8,26.1,14.1,9,0.0,Partially cloudy,19,6,0
4,624,33,F,H,501,3,19,15.2,66.2,1.441,16.9,115.9,1014.9,84.6,13.8,2,0.93,"Rain, Partially cloudy",4,8,15
19,624,19,F,H,501,12,14,10.9,63.3,0.0,7.3,308.1,1021.3,1.2,15.9,5,0.72,Clear,0,9,16
8,624,19,M,H,203,6,14,20.6,69.6,0.0,20.5,238.5,1010.4,32.5,15.9,9,0.5,Partially cloudy,1,15,21
9,624,27,F,H,108,4,9,21.3,52.6,0.0,8.9,174.0,1008.8,8.6,15.2,9,0.27,Clear,3,16,22
4,624,23,M,H,101,7,4,21.1,70.4,0.0,19.3,251.7,1013.9,39.5,13.3,10,0.83,Partially cloudy,20,6,0
6,624,23,F,H,101,6,26,19.9,71.8,0.0,13.8,262.4,1011.8,51.3,15.3,10,0.2,Partially cloudy,15,1,5
3,624,36,M,H,108,12,2,16.0,40.1,0.0,10.2,288.1,1017.2,0.7,15.7,6,0.59,Clear,8,3,9
2,624,33,F,H,502,5,8,18.1,65.1,0.0,12.2,259.0,1013.2,52.5,16.0,10,0.9,Partially cloudy,9,5,11
3,624,22,M,C,502,9,8,24.4,65.4,0.0,12.0,247.3,1015.2,2.0,15.6,6,0.79,Clear,2,15,21
1,624,58,M,W,108,9,12,21.2,59.3,0.0,12.0,277.5,1011.5,21.0,7.1,6,0.85,Partially cloudy,0,12,19
12,624,18,F,H,203,10,29,17.6,61.7,0.0,12.3,246.5,1018.3,1.1,15.9,7,0.15,Clear,5,16,23
5,624,17,F,H,501,12,29,14.3,78.3,0.123,9.7,108.5,1015.7,95.3,15.7,1,0.25,"Rain, Overcast",5,15,22
3,624,18,M,W,101,2,5,14.3,71.6,0.518,25.9,247.2,1021.6,40.3,13.9,4,0.5,"Rain, Partially cloudy",5,6,13
8,624,57,M,B,203,9,10,21.0,69.0,0.0,6.8,312.5,1014.3,8.3,9.2,4,0.75,Clear,11,1,8
1,624,61,M,B,203,8,17,22.7,65.1,0.0,20.5,246.7,1011.4,2.5,16.0,9,0.69,Clear,4,9,16
21,624,35,F,A,102,4,18,17.3,62.6,0.0,20.1,259.0,1017.1,84.6,11.4,7,0.86,Partially cloudy,0,13,19
6,624,31,M,O,101,7,24,24.2,69.1,0.0,17.5,238.4,1014.5,6.1,14.6,8,0.23,Clear,2,16,22
14,624,40,M,B,101,9,26,23.8,64.9,0.0,22.7,236.0,1011.8,2.0,15.8,8,0.03,Clear,17,5,2
3,624,60,M,H,101,12,3,15.4,30.6,0.0,7.6,32.6,1022.0,0.6,15.8,6,0.62,Clear,9,1,8
17,624,26,M,H,108,1,25,15.1,75.6,0.0,9.7,274.7,1017.2,43.8,4.8,6,0.03,Partially cloudy,17,7,0
19,624,25,F,H,502,3,2,17.3,38.4,0.0,14.0,352.1,1011.2,8.5,16.0,8,0.25,Clear,10,1,8
13,624,38,F,B,501,4,12,16.0,71.4,0.734,7.9,288.9,1017.3,86.3,14.9,2,0.66,"Rain, Partially cloudy",8,5,11
19,624,61,F,B,101,6,19,19.8,67.4,0.0,15.7,264.1,1013.1,58.2,15.9,10,0.95,Partially cloudy,7,7,13
4,624,59,M,H,108,8,12,23.1,71.9,0.0,20.6,228.6,1015.1,39.4,15.0,6,0.88,Partially cloudy,12,1,7
14,624,24,F,B,501,12,12,9.8,73.4,6.656,12.6,83.4,1012.7,56.0,15.2,4,0.65,"Rain, Partially cloudy",1,10,17
21,624,21,F,W,501,5,4,14.5,72.5,9.81,14.4,205.5,1013.3,81.1,14.8,7,0.47,"Rain, Partially cloudy",19,6,0
13,624,62,M,B,203,2,4,14.4,54.9,0.0,9.4,246.3,1021.0,1.7,15.7,4,0.47,Clear,4,14,21
3,624,30,F,W,502,7,8,22.1,65.6,0.0,10.4,258.3,1010.9,17.1,14.7,10,0.62,Clear,6,9,14
8,624,52,F,W,203,4,7,25.1,37.6,0.0,12.6,271.7,1015.9,0.6,16.0,9,0.21,Clear,3,10,17
8,624,22,F,B,101,5,10,19.4,70.0,0.0,12.7,262.3,1014.0,62.9,5.3,10,0.61,Partially cloudy,0,14,20
12,624,54,M,W,101,8,5,23.5,69.7,0.0,14.4,246.5,1011.4,7.0,15.6,6,0.64,Clear,3,17,23
21,624,48,F,W,502,1,29,12.5,69.3,1.619,15.8,160.0,1013.2,90.3,15.4,2,0.27,"Rain, Overcast",5,15,22
5,624,68,F,H,108,8,24,23.6,73.0,0.0,12.4,220.8,1010.2,26.8,14.9,9,0.92,Partially cloudy,2,11,18
20,624,42,F,H,101,9,11,26.2,69.8,0.218,15.0,242.9,1014.6,55.5,16.0,8,0.54,"Rain, Partially cloudy",6,6,13
4,624,63,M,W,101,6,24,20.6,70.5,0.0,19.7,254.1,1011.1,11.3,14.0,10,0.85,Clear,13,2,8
4,624,72,M,H,501,2,28,17.8,27.6,0.0,9.6,281.6,1018.6,1.0,15.8,8,0.93,Clear,4,16,22
18,624,43,F,B,502,10,10,18.7,62.1,0.0,18.9,244.5,1014.8,0.0,16.0,8,0.15,Clear,1,11,18
2,624,39,F,H,203,5,11,16.6,68.8,0.0,12.2,237.8,1015.7,42.6,15.9,8,0.72,Partially cloudy,17,3,3
16,624,32,F,H,501,5,23,17.0,82.2,0.254,10.8,227.6,1013.8,100.0,13.9,2,0.13,"Rain, Overcast",11,3,9
7,624,47,M,H,502,9,25,23.7,64.2,0.0,14.7,238.4,1014.5,1.8,15.9,8,0.0,Clear,2,10,17
6,624,46,M,O,101,9,26,21.7,73.7,0.0,17.7,258.6,1012.3,35.7,11.4,8,0.32,Partially cloudy,16,4,3
17,624,50,M,O,501,3,6,16.2,72.0,0.0,13.9,261.6,1015.9,41.1,11.5,7,0.4,Partially cloudy,4,15,22
3,624,78,M,B,102,5,17,17.1,68.3,0.0,10.7,265.8,1016.3,86.3,16.0,6,0.2,Partially cloudy,2,12,18
3,624,51,M,B,203,4,15,15.2,67.9,0.0,15.4,235.0,1018.6,2.9,15.7,9,0.84,Clear,1,12,18
8,624,45,M,O,102,6,6,19.3,66.6,0.0,13.2,251.8,1012.4,52.7,16.0,8,0.53,Partially cloudy,3,17,23
8,624,23,F,W,502,1,6,14.2,64.9,0.0,7.8,289.1,1019.1,2.4,13.8,6,0.75,Clear,2,8,15
4,624,55,M,H,101,9,29,23.9,66.8,0.0,11.7,268.8,1013.4,35.0,11.3,8,0.43,Partially cloudy,5,7,14
12,624,28,F,H,501,11,11,21.0,47.4,0.0,11.4,270.7,1017.2,0.1,15.8,6,0.25,Clear,6,5,11
21,624,18,M,O,501,10,30,19.2,51.3,0.0,11.8,279.3,1014.5,1.1,15.1,7,0.47,Clear,3,14,21
13,624,35,M,H,101,2,16,11.4,31.7,0.0,11.0,254.8,1023.5,4.0,15.6,4,0.88,Clear,4,7,13
15,624,25,F,H,501,7,7,21.8,68.5,0.0,17.8,250.6,1009.9,15.3,15.0,10,0.93,Clear,3,17,23
15,624,66,F,O,108,7,29,22.4,69.8,0.0,11.8,241.7,1011.8,3.3,16.0,6,0.04,Clear,6,8,14
18,624,66,M,H,101,7,16,21.5,72.2,0.0,12.1,239.3,1011.9,6.4,14.4,9,0.6,Clear,7,7,13
20,624,30,M,B,102,10,17,17.4,56.6,0.0,17.8,255.1,1014.5,14.4,16.0,7,0.4,Clear,6,17,0
15,624,37,M,H,501,8,13,22.8,74.6,0.0,15.4,232.7,1013.8,26.6,14.9,8,0.91,Partially cloudy,2,16,22
12,624,20,M,H,501,11,10,13.8,55.8,0.0,17.9,231.1,1019.4,0.2,16.0,7,0.58,Clear,1,12,18
18,624,31,M,H,501,7,14,20.4,71.1,0.0,14.5,246.5,1013.2,14.2,15.9,9,0.53,Clear,2,16,22
21,624,37,M,W,502,4,10,15.7,78.3,0.0,9.6,231.8,1017.2,45.6,9.2,9,0.66,Partially cloudy,1,12,18
1,624,49,M,H,102,10,1,17.7,63.1,0.0,10.6,180.9,1012.1,51.4,16.0,3,0.58,Partially cloudy,5,7,14
6,624,60,M,W,501,7,31,23.1,59.7,0.14,16.6,275.5,1011.6,0.9,13.9,10,0.4,Rain,6,8,14
5,624,31,F,H,108,6,15,20.6,67.5,0.0,10.7,249.2,1012.7,13.6,16.0,10,0.82,Clear,5,9,15
12,624,45,F,H,501,9,24,24.1,59.6,0.0,21.3,227.7,1015.1,1.3,16.0,8,0.96,Clear,18,6,1
19,624,42,M,W,501,6,10,21.1,75.1,0.0,14.7,241.8,1011.5,16.2,11.0,8,0.38,Clear,5,10,16
21,624,33,M,H,108,1,11,12.8,67.3,0.0,7.8,36.2,1020.3,26.1,15.4,5,0.54,Partially cloudy,3,8,14
7,624,62,M,H,108,8,22,20.2,71.5,0.0,16.2,268.4,1009.6,57.4,15.9,9,0.5,Partially cloudy,4,17,0
2,624,43,M,W,502,1,8,14.0,64.2,0.0,7.4,229.4,1021.2,66.1,15.7,5,0.56,Partially cloudy,3,8,14
9,624,33,M,B,502,11,16,22.3,24.6,0.0,9.0,29.9,1015.3,0.1,15.7,6,0.05,Clear,2,12,18
17,624,22,F,W,108,10,22,18.9,73.3,0.01,13.6,217.9,1009.4,95.6,15.9,2,0.91,"Rain, Overcast",5,6,13
12,624,26,F,B,501,1,28,18.3,34.8,0.0,15.0,318.7,1019.6,1.4,15.8,6,0.13,Clear,8,3,10
10,624,20,F,H,502,11,5,14.6,57.1,0.0,11.1,265.8,1017.2,2.6,16.0,6,0.4,Clear,7,4,11
2,624,54,F,O,502,4,27,16.2,78.3,0.0,17.7,210.4,1013.8,61.8,9.4,9,0.25,Partially cloudy,3,10,16
14,624,35,F,W,102,5,25,22.4,52.7,0.0,10.7,258.7,1013.4,2.0,15.9,10,0.48,Clear,6,8,14
18,624,48,F,H,501,7,24,22.3,70.3,0.0,9.9,291.0,1015.3,48.4,13.4,10,0.52,Partially cloudy,1,13,18
18,624,67,F,H,501,6,11,20.5,72.9,0.0,12.4,244.3,1012.3,11.2,14.0,9,0.41,Clear,20,6,0
1,624,44,F,W,102,3,2,17.3,38.4,0.0,14.0,352.1,1011.2,8.5,16.0,8,0.25,Clear,5,7,13
6,624,32,M,H,101,6,8,19.7,77.8,0.0,17.3,242.6,1009.4,58.5,13.1,9,0.31,Partially cloudy,10,4,10
16,624,28,M,H,502,3,26,14.8,26.9,0.0,20.1,310.8,1019.0,2.1,16.0,6,0.16,Clear,10,2,9
10,624,62,M,H,502,3,4,17.1,67.4,0.0,12.6,270.4,1019.0,23.8,12.9,8,0.34,Partially cloudy,0,12,18
11,624,37,F,H,101,4,9,21.3,52.6,0.0,8.9,174.0,1008.8,8.6,15.2,9,0.27,Clear,1,14,21
16,624,61,F,H,501,6,1,19.8,68.6,0.0,10.4,236.4,1010.3,1.6,15.0,10,0.08,Clear,1,15,21
2,624,17,M,H,102,9,2,20.9,69.7,0.0,23.7,266.6,1014.7,2.4,14.2,9,0.52,Clear,2,11,17
7,624,57,M,H,502,9,24,22.7,64.8,0.0,7.0,272.2,1012.1,0.9,12.3,8,0.25,Clear,4,16,22
1,624,63,M,B,102,7,11,20.0,75.1,0.0,14.5,243.7,1013.0,35.5,14.4,10,0.43,Partially cloudy,13,2,8
13,624,27,F,B,501,8,19,22.3,68.1,0.0,20.1,264.2,1012.2,42.6,15.7,8,0.4,Partially cloudy,10,4,10
14,624,32,M,W,102,10,4,22.7,50.1,2.228,8.5,290.3,1012.2,21.0,15.9,7,0.95,"Rain, Partially cloudy",2,14,20
13,624,35,F,H,108,7,11,24.2,59.4,0.0,18.9,267.7,1014.1,2.9,14.6,10,0.71,Clear,5,9,15
3,624,4,F,B,502,10,30,16.8,81.2,0.0,13.0,268.5,1013.6,61.9,8.2,6,0.83,Partially cloudy,2,9,16
1,624,46,M,H,101,11,11,21.0,47.4,0.0,11.4,270.7,1017.2,0.1,15.8,6,0.25,Clear,4,15,21
4,624,57,F,W,502,6,17,19.6,69.3,0.0,24.3,222.0,1009.9,60.0,15.6,9,0.61,Partially cloudy,3,11,17
